Category,Resume
Arts,Education Details August 2018 to January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy  samne ghat  varanasiMartial arts fitness job Skill Details Company Details company  Sports Authoritydescription  I am 2nd dan black belt in karate martial artsI am in a searching of personal trainer job for fitnessI won 3 gold medals in national karate championshipI won 7 gold medals in state karate championship3 times best player of the year of uttar pradesh award Represented india and Selected for world karate championship held at Croatia  Europea
Arts,I Other Skills CourseSkill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme Camp  Sponsored By Government of India Ministry Of Youth Affairs And Sports New Delhi  North Maharashtra University Jalgaon I Strengths a Ability to Learn From Mistakes  Honesty a Ready to accept challenges and responsibilities  Quick learning adaptability confidence I Declaration I 201 Your faithfully Pia     Jetalal Hiralal GorbanjaraEducation Details May 2010 HSC  Nashik Maharashtra State BoardJune 2008 SSC  Nashik Maharashtra State BoardAsstProfessor AsstProfessorSkill Details Company Details company  Kisan Artsdescription   Total Work Experience  In MonthsSr       Name of Organization  College        Designation              Working Period          Total ExperienceNo In MonthsFrom            To1        Kisan Arts Commerce  Science        AsstProfessor      20072015    31052016        10 MonthsSr College Parola Dist Jalgaon Political SciMaharashtracompany  Bahadarpur Tai Parola Distdescription  
Arts,a Good communication skill a Quick learner a Keen to find solutionsEducation Details  MBA Marketing and International Business Management Pune Maharashtra Pune University BTech Tech Nagpur Maharashtra RTM Nagpur UniversityGM Arts Commerce  Science GM Arts Commerce  ScienceSkill Details Company Details company  Samarth Collegedescription  of Engineering        30          7        210 5      College to campus             VJ College of Pharmacy         10 days workshop       10GM Arts Commerce  Science 6          Soft Skills                                               6 days workshop           6CollegePersonality             GM Institute of Agricultural 76 days workshop           6Development                        Diploma 8          Soft Skills           Samarth College of Polytechnic     20 days workshop       20TOTAL                                              350WORKING EXPERIENCE IN CORPORATESr No               Topic                      Company                  No of days    Total Hrs 1       Presentation skill  Team    Elringklinger Automotives Pvt 1 Day           8 building Workshop             Ltd Ranjangaon Pune 2           Negotiation skill  Kubler Automation Pvt Ltd 2 days          16Communication skill               Chakan Pune 3       Business Communication       Finanza Home Loans Pimple 3 days          21  Stress management               saudagar Pune 4        Teambuilding  Verbal       Sharvari Products Pvt Ltd 2 days          16 communication                   Junner Pune 7 days 5             Entrepreneurship       Agriculture Research CentreWorkshop        168Development               Narayangaon Pune 8 batchesTOTAL                                             229ADJOINING SKILLS a Working knowledge of Windows operating system and MS Office a Communicate well in English Hindi  Marathia Organized and participated in events like gathering teachers day fashion show and various science exhibitions at college
Arts,a Operating Systems Windows XP  Vista  07Education Details January 2018 MFA painting Nagpur Maharashtra Nagpur UniversityJanuary 2016 BFA Painting Nagpur Maharashtra Nagpur UniversityJanuary 2012 Diploma Art  Maharashtra State BoardJanuary 2010 HSC   Maharashtra State BoardJanuary 2008 SSC   Maharashtra State BoardFine arts lecturer Skill Details MsCit Exprience  96 monthsCompany Details company  Shubhankan Fine Arts College indoredescription  a Im doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018a Im an Artist completed ATD BFA and MFA in painting a Im searching for a job in my faculty in my area and comfort place To improve my knowledge and experience in this fieldcompany  description  I have a experience of classes of painting rangoli drawing summer classes etcHealth Physical Disability  Orthopedically
Arts,Additional qualifications April 2000 Web Designing Course with above average computer skillsEducation Details January 2000 to January 2001 Bachelor of Arts Sociology Mumbai Maharashtra The Mumbai UniversityJanuary 1998 to January 2000 Bachelor of Arts Sociology  Sophia CollegeJanuary 1997 to January 1998 HSC   Sophia CollegeJanuary 1995 to January 1996 SSC   St Teresas Convent High SchoolHead business development arts Head business development artsSkill Details Company Details company  British Councildescription  ResponsibilitiesA Strategic oversight responsibility for programmes in the performing arts music theatre and dance and other cultural sectorsA lead on the conception and oversight of specific largescale programmes within the overall ArtsprogrammeA Represent the British Council at external events in India and act as deputy to the Director Arts when requiredA Oversee and manage resources to deliver compelling communications for applicants that conveyBritish Councils grants like Charles Wallace India trust Young Creative Entrepreneurs andChevening Clore scholarship programs on time and with excellenceA Shortlisting and Interviewing potential applicants for existing relevant grants or fellowshipsA Oversee a diverse range of proposals progress reports and related projectsA Ensuring effective and timely identification and communication of program progressA Lead a team of six project managers across the country and manage the performance of the teamresponsible for executing arts projects with partnerships built into their work expertise within theirgeographic region to ensure arts insight and knowledge is available as and when requiredA Managing relations with existing partners and developing relationships with targeted new partners and key government officials and ensuring that market insight into business developmentopportunities is built into the planning of new programmesA Primary strategic responsibility for the marketing of the Arts program in India to ensure that the program builds a reputation that will be attractive to potential partners in partnership with theMarketing and Communications teamcompany  British Councildescription  is a cultural relations organization creating international opportunities for the people of the UK and other countries by building trust between them worldwide They have offices in six continents and over 100 countries bringing international opportunity to life every day Each year they work with millions of people connecting them with the United Kingdom sharing their cultures and the UKs most attractiveassets English the Arts and Education They have 80 years experience of doing thiscompany  British Councildescription  ResponsibilitiesA Leading the strategic development of British Councils work in the music sector in India Sri Lankaregion and building and maintaining strong international partnerships across sectors in India SriLanka and the UKA Developing strong external partnerships that lead to significant external investment in BC activities and enabling the delivery of an ambitious programme of music sector activities and events thusstrengthening cultural relationships between India Sri Lanka and the UKA    Leading the implementation of the music programme within India and Sri Lanka along with detailedproject plans in liaison with colleagues from India Sri Lanka and the UKA    Proactive management of budgets and timelines for all projectsA    Ensuring systematic evaluation of projects including developing effective systems and processes for capturing both quantitative and qualitative information about effectiveness of projects and longerterm impactA    Management of a team across India and Sri Lanka contributing to recruitment and developmentmentoring of staffcompany  British Councildescription  ResponsibilitiesA Planning and organizing logistics related to events buildings performersartists and otherpersonnelA Marketing a performance or event through social media direct mail advertising use of a websiteproducing posters or publicity leaflets and attracting media coverageA Planning and managing budgetsA Programming and booking performances and events including arrangements for tours in IndiaA Development of new projects and initiatives in consultation with arts professionals and keystakeholders eg local authorities local government and communities venue directors and regional partnersA Taking responsibility for operational and office management issues such as venue accessibilityhealth and safety issuesA Implementing and maintaining office and information systemsA Providing administration support to managers and the directorA Ensuring corporate and legal requirements are complied with and reporting to the head of the unitcompany  British Councildescription  ResponsibilitiesA Developing of new specific new projects and initiatives in the music film and visual art sector in consultation with the Council and key stakeholdersA Planning and managing budgetsA Supporting the marketing a performance or event through social media direct mail advertising use of a website producing posters or publicity leaflets and attracting media coverageA Programming the outreach and workshops for the respective programmescompany  AirCheck Indiadescription  The company intended to launch stations in both these metros on August 29 2001For its Mumbai FM station WIN had the basic infrastructure that includes a studio and production facilitiesThe transmission tower for the station is located in central MumbaiResponsibilitiesA Generating and researching ideas for programmes and pitching for commissionsA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA Producing preproduction briefings for presenters reporters technical staff and other contributorsA Managing the logistics of getting people resources and equipment together to the right place at the right timeA undertaking editing interviewing and reporting duties as necessaryA Presenting programmes or managing presenters for both prerecorded and recorded outputA Checking that copyrights are cleared and understanding media lawA Using editing and mixing softwares like Sonic Foundry Vegas Sonic Foundry Sound ForgeAcid and Midicompany  Rave Magazinedescription  Rave Magazine was the definitive voice of music emerging from the Indian subcontinent and the lifestylethat surrounds it Through exclusive reporting a unique sensibility and with an editorial team with over 20years of experience in publishing RAVE Magazine covers every genre of music emerging from the region and provides new perspectives on International musicResponsibilitiesA Maintain production schedules and report on the progressA Overview the staff manage and supervise photographers and freelance writers and generallyprovide administrative support for the editorA Participated in production meetings and brain storming sessions to decide on the direction futuretrends and contents of the publicationcompany  Xs Eventsdescription  Xs Events is an event management company primarily dealing with corporate clients who used differentevents to increase an audiences exposure with a brandResponsibilitiesA Development production and delivery of projects from proposal right up to deliveryA Delivering events on time within budgetA Maintaining timelines and priorities on every projectA Managing supplier relationshipsA    Managing operational and administrative         functions to ensure specific projects are deliveredefficientlycompany  Banyan Tree Communicationsdescription  ResponsibilitiesA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA undertaking editing interviewing and reporting duties as necessaryA Checking that copyrights are cleared and understanding media lawcompany  French Embassydescription  on a part time basiscompany  British Councildescription  MumbaiAdvice students on various academic opportunities in the United Kingdom and assisted with variousexhibitions by the British Council
Arts,Education Details January 2017    Rachana Sansad School of Interior DeignJanuary 2013    Holy Family High School Master of Commerce Marketing Mumbai Maharashtra University of MumbaiDrawing  Arts  Craft Teacher Drawing  Arts  Craft Teacher  Ghatkopar YMCASkill Details Company Details company  Ghatkopar YMCAdescription  for 3 Yearsa Worked in Jungle Cubs Gym as a Coordinator for 1 Year
Arts,Education Details August 2018 to January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy  samne ghat  varanasiMartial arts fitness job Skill Details Company Details company  Sports Authoritydescription  I am 2nd dan black belt in karate martial artsI am in a searching of personal trainer job for fitnessI won 3 gold medals in national karate championshipI won 7 gold medals in state karate championship3 times best player of the year of uttar pradesh award Represented india and Selected for world karate championship held at Croatia  Europea
Arts,I Other Skills CourseSkill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme Camp  Sponsored By Government of India Ministry Of Youth Affairs And Sports New Delhi  North Maharashtra University Jalgaon I Strengths a Ability to Learn From Mistakes  Honesty a Ready to accept challenges and responsibilities  Quick learning adaptability confidence I Declaration I 201 Your faithfully Pia     Jetalal Hiralal GorbanjaraEducation Details May 2010 HSC  Nashik Maharashtra State BoardJune 2008 SSC  Nashik Maharashtra State BoardAsstProfessor AsstProfessorSkill Details Company Details company  Kisan Artsdescription   Total Work Experience  In MonthsSr       Name of Organization  College        Designation              Working Period          Total ExperienceNo In MonthsFrom            To1        Kisan Arts Commerce  Science        AsstProfessor      20072015    31052016        10 MonthsSr College Parola Dist Jalgaon Political SciMaharashtracompany  Bahadarpur Tai Parola Distdescription  
Arts,a Good communication skill a Quick learner a Keen to find solutionsEducation Details  MBA Marketing and International Business Management Pune Maharashtra Pune University BTech Tech Nagpur Maharashtra RTM Nagpur UniversityGM Arts Commerce  Science GM Arts Commerce  ScienceSkill Details Company Details company  Samarth Collegedescription  of Engineering        30          7        210 5      College to campus             VJ College of Pharmacy         10 days workshop       10GM Arts Commerce  Science 6          Soft Skills                                               6 days workshop           6CollegePersonality             GM Institute of Agricultural 76 days workshop           6Development                        Diploma 8          Soft Skills           Samarth College of Polytechnic     20 days workshop       20TOTAL                                              350WORKING EXPERIENCE IN CORPORATESr No               Topic                      Company                  No of days    Total Hrs 1       Presentation skill  Team    Elringklinger Automotives Pvt 1 Day           8 building Workshop             Ltd Ranjangaon Pune 2           Negotiation skill  Kubler Automation Pvt Ltd 2 days          16Communication skill               Chakan Pune 3       Business Communication       Finanza Home Loans Pimple 3 days          21  Stress management               saudagar Pune 4        Teambuilding  Verbal       Sharvari Products Pvt Ltd 2 days          16 communication                   Junner Pune 7 days 5             Entrepreneurship       Agriculture Research CentreWorkshop        168Development               Narayangaon Pune 8 batchesTOTAL                                             229ADJOINING SKILLS a Working knowledge of Windows operating system and MS Office a Communicate well in English Hindi  Marathia Organized and participated in events like gathering teachers day fashion show and various science exhibitions at college
Arts,a Operating Systems Windows XP  Vista  07Education Details January 2018 MFA painting Nagpur Maharashtra Nagpur UniversityJanuary 2016 BFA Painting Nagpur Maharashtra Nagpur UniversityJanuary 2012 Diploma Art  Maharashtra State BoardJanuary 2010 HSC   Maharashtra State BoardJanuary 2008 SSC   Maharashtra State BoardFine arts lecturer Skill Details MsCit Exprience  96 monthsCompany Details company  Shubhankan Fine Arts College indoredescription  a Im doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018a Im an Artist completed ATD BFA and MFA in painting a Im searching for a job in my faculty in my area and comfort place To improve my knowledge and experience in this fieldcompany  description  I have a experience of classes of painting rangoli drawing summer classes etcHealth Physical Disability  Orthopedically
Arts,Additional qualifications April 2000 Web Designing Course with above average computer skillsEducation Details January 2000 to January 2001 Bachelor of Arts Sociology Mumbai Maharashtra The Mumbai UniversityJanuary 1998 to January 2000 Bachelor of Arts Sociology  Sophia CollegeJanuary 1997 to January 1998 HSC   Sophia CollegeJanuary 1995 to January 1996 SSC   St Teresas Convent High SchoolHead business development arts Head business development artsSkill Details Company Details company  British Councildescription  ResponsibilitiesA Strategic oversight responsibility for programmes in the performing arts music theatre and dance and other cultural sectorsA lead on the conception and oversight of specific largescale programmes within the overall ArtsprogrammeA Represent the British Council at external events in India and act as deputy to the Director Arts when requiredA Oversee and manage resources to deliver compelling communications for applicants that conveyBritish Councils grants like Charles Wallace India trust Young Creative Entrepreneurs andChevening Clore scholarship programs on time and with excellenceA Shortlisting and Interviewing potential applicants for existing relevant grants or fellowshipsA Oversee a diverse range of proposals progress reports and related projectsA Ensuring effective and timely identification and communication of program progressA Lead a team of six project managers across the country and manage the performance of the teamresponsible for executing arts projects with partnerships built into their work expertise within theirgeographic region to ensure arts insight and knowledge is available as and when requiredA Managing relations with existing partners and developing relationships with targeted new partners and key government officials and ensuring that market insight into business developmentopportunities is built into the planning of new programmesA Primary strategic responsibility for the marketing of the Arts program in India to ensure that the program builds a reputation that will be attractive to potential partners in partnership with theMarketing and Communications teamcompany  British Councildescription  is a cultural relations organization creating international opportunities for the people of the UK and other countries by building trust between them worldwide They have offices in six continents and over 100 countries bringing international opportunity to life every day Each year they work with millions of people connecting them with the United Kingdom sharing their cultures and the UKs most attractiveassets English the Arts and Education They have 80 years experience of doing thiscompany  British Councildescription  ResponsibilitiesA Leading the strategic development of British Councils work in the music sector in India Sri Lankaregion and building and maintaining strong international partnerships across sectors in India SriLanka and the UKA Developing strong external partnerships that lead to significant external investment in BC activities and enabling the delivery of an ambitious programme of music sector activities and events thusstrengthening cultural relationships between India Sri Lanka and the UKA    Leading the implementation of the music programme within India and Sri Lanka along with detailedproject plans in liaison with colleagues from India Sri Lanka and the UKA    Proactive management of budgets and timelines for all projectsA    Ensuring systematic evaluation of projects including developing effective systems and processes for capturing both quantitative and qualitative information about effectiveness of projects and longerterm impactA    Management of a team across India and Sri Lanka contributing to recruitment and developmentmentoring of staffcompany  British Councildescription  ResponsibilitiesA Planning and organizing logistics related to events buildings performersartists and otherpersonnelA Marketing a performance or event through social media direct mail advertising use of a websiteproducing posters or publicity leaflets and attracting media coverageA Planning and managing budgetsA Programming and booking performances and events including arrangements for tours in IndiaA Development of new projects and initiatives in consultation with arts professionals and keystakeholders eg local authorities local government and communities venue directors and regional partnersA Taking responsibility for operational and office management issues such as venue accessibilityhealth and safety issuesA Implementing and maintaining office and information systemsA Providing administration support to managers and the directorA Ensuring corporate and legal requirements are complied with and reporting to the head of the unitcompany  British Councildescription  ResponsibilitiesA Developing of new specific new projects and initiatives in the music film and visual art sector in consultation with the Council and key stakeholdersA Planning and managing budgetsA Supporting the marketing a performance or event through social media direct mail advertising use of a website producing posters or publicity leaflets and attracting media coverageA Programming the outreach and workshops for the respective programmescompany  AirCheck Indiadescription  The company intended to launch stations in both these metros on August 29 2001For its Mumbai FM station WIN had the basic infrastructure that includes a studio and production facilitiesThe transmission tower for the station is located in central MumbaiResponsibilitiesA Generating and researching ideas for programmes and pitching for commissionsA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA Producing preproduction briefings for presenters reporters technical staff and other contributorsA Managing the logistics of getting people resources and equipment together to the right place at the right timeA undertaking editing interviewing and reporting duties as necessaryA Presenting programmes or managing presenters for both prerecorded and recorded outputA Checking that copyrights are cleared and understanding media lawA Using editing and mixing softwares like Sonic Foundry Vegas Sonic Foundry Sound ForgeAcid and Midicompany  Rave Magazinedescription  Rave Magazine was the definitive voice of music emerging from the Indian subcontinent and the lifestylethat surrounds it Through exclusive reporting a unique sensibility and with an editorial team with over 20years of experience in publishing RAVE Magazine covers every genre of music emerging from the region and provides new perspectives on International musicResponsibilitiesA Maintain production schedules and report on the progressA Overview the staff manage and supervise photographers and freelance writers and generallyprovide administrative support for the editorA Participated in production meetings and brain storming sessions to decide on the direction futuretrends and contents of the publicationcompany  Xs Eventsdescription  Xs Events is an event management company primarily dealing with corporate clients who used differentevents to increase an audiences exposure with a brandResponsibilitiesA Development production and delivery of projects from proposal right up to deliveryA Delivering events on time within budgetA Maintaining timelines and priorities on every projectA Managing supplier relationshipsA    Managing operational and administrative         functions to ensure specific projects are deliveredefficientlycompany  Banyan Tree Communicationsdescription  ResponsibilitiesA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA undertaking editing interviewing and reporting duties as necessaryA Checking that copyrights are cleared and understanding media lawcompany  French Embassydescription  on a part time basiscompany  British Councildescription  MumbaiAdvice students on various academic opportunities in the United Kingdom and assisted with variousexhibitions by the British Council
Arts,Education Details January 2017    Rachana Sansad School of Interior DeignJanuary 2013    Holy Family High School Master of Commerce Marketing Mumbai Maharashtra University of MumbaiDrawing  Arts  Craft Teacher Drawing  Arts  Craft Teacher  Ghatkopar YMCASkill Details Company Details company  Ghatkopar YMCAdescription  for 3 Yearsa Worked in Jungle Cubs Gym as a Coordinator for 1 Year
Arts,Education Details August 2018 to January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy  samne ghat  varanasiMartial arts fitness job Skill Details Company Details company  Sports Authoritydescription  I am 2nd dan black belt in karate martial artsI am in a searching of personal trainer job for fitnessI won 3 gold medals in national karate championshipI won 7 gold medals in state karate championship3 times best player of the year of uttar pradesh award Represented india and Selected for world karate championship held at Croatia  Europea
Arts,I Other Skills CourseSkill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme Camp  Sponsored By Government of India Ministry Of Youth Affairs And Sports New Delhi  North Maharashtra University Jalgaon I Strengths a Ability to Learn From Mistakes  Honesty a Ready to accept challenges and responsibilities  Quick learning adaptability confidence I Declaration I 201 Your faithfully Pia     Jetalal Hiralal GorbanjaraEducation Details May 2010 HSC  Nashik Maharashtra State BoardJune 2008 SSC  Nashik Maharashtra State BoardAsstProfessor AsstProfessorSkill Details Company Details company  Kisan Artsdescription   Total Work Experience  In MonthsSr       Name of Organization  College        Designation              Working Period          Total ExperienceNo In MonthsFrom            To1        Kisan Arts Commerce  Science        AsstProfessor      20072015    31052016        10 MonthsSr College Parola Dist Jalgaon Political SciMaharashtracompany  Bahadarpur Tai Parola Distdescription  
Arts,a Good communication skill a Quick learner a Keen to find solutionsEducation Details  MBA Marketing and International Business Management Pune Maharashtra Pune University BTech Tech Nagpur Maharashtra RTM Nagpur UniversityGM Arts Commerce  Science GM Arts Commerce  ScienceSkill Details Company Details company  Samarth Collegedescription  of Engineering        30          7        210 5      College to campus             VJ College of Pharmacy         10 days workshop       10GM Arts Commerce  Science 6          Soft Skills                                               6 days workshop           6CollegePersonality             GM Institute of Agricultural 76 days workshop           6Development                        Diploma 8          Soft Skills           Samarth College of Polytechnic     20 days workshop       20TOTAL                                              350WORKING EXPERIENCE IN CORPORATESr No               Topic                      Company                  No of days    Total Hrs 1       Presentation skill  Team    Elringklinger Automotives Pvt 1 Day           8 building Workshop             Ltd Ranjangaon Pune 2           Negotiation skill  Kubler Automation Pvt Ltd 2 days          16Communication skill               Chakan Pune 3       Business Communication       Finanza Home Loans Pimple 3 days          21  Stress management               saudagar Pune 4        Teambuilding  Verbal       Sharvari Products Pvt Ltd 2 days          16 communication                   Junner Pune 7 days 5             Entrepreneurship       Agriculture Research CentreWorkshop        168Development               Narayangaon Pune 8 batchesTOTAL                                             229ADJOINING SKILLS a Working knowledge of Windows operating system and MS Office a Communicate well in English Hindi  Marathia Organized and participated in events like gathering teachers day fashion show and various science exhibitions at college
Arts,a Operating Systems Windows XP  Vista  07Education Details January 2018 MFA painting Nagpur Maharashtra Nagpur UniversityJanuary 2016 BFA Painting Nagpur Maharashtra Nagpur UniversityJanuary 2012 Diploma Art  Maharashtra State BoardJanuary 2010 HSC   Maharashtra State BoardJanuary 2008 SSC   Maharashtra State BoardFine arts lecturer Skill Details MsCit Exprience  96 monthsCompany Details company  Shubhankan Fine Arts College indoredescription  a Im doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018a Im an Artist completed ATD BFA and MFA in painting a Im searching for a job in my faculty in my area and comfort place To improve my knowledge and experience in this fieldcompany  description  I have a experience of classes of painting rangoli drawing summer classes etcHealth Physical Disability  Orthopedically
Arts,Additional qualifications April 2000 Web Designing Course with above average computer skillsEducation Details January 2000 to January 2001 Bachelor of Arts Sociology Mumbai Maharashtra The Mumbai UniversityJanuary 1998 to January 2000 Bachelor of Arts Sociology  Sophia CollegeJanuary 1997 to January 1998 HSC   Sophia CollegeJanuary 1995 to January 1996 SSC   St Teresas Convent High SchoolHead business development arts Head business development artsSkill Details Company Details company  British Councildescription  ResponsibilitiesA Strategic oversight responsibility for programmes in the performing arts music theatre and dance and other cultural sectorsA lead on the conception and oversight of specific largescale programmes within the overall ArtsprogrammeA Represent the British Council at external events in India and act as deputy to the Director Arts when requiredA Oversee and manage resources to deliver compelling communications for applicants that conveyBritish Councils grants like Charles Wallace India trust Young Creative Entrepreneurs andChevening Clore scholarship programs on time and with excellenceA Shortlisting and Interviewing potential applicants for existing relevant grants or fellowshipsA Oversee a diverse range of proposals progress reports and related projectsA Ensuring effective and timely identification and communication of program progressA Lead a team of six project managers across the country and manage the performance of the teamresponsible for executing arts projects with partnerships built into their work expertise within theirgeographic region to ensure arts insight and knowledge is available as and when requiredA Managing relations with existing partners and developing relationships with targeted new partners and key government officials and ensuring that market insight into business developmentopportunities is built into the planning of new programmesA Primary strategic responsibility for the marketing of the Arts program in India to ensure that the program builds a reputation that will be attractive to potential partners in partnership with theMarketing and Communications teamcompany  British Councildescription  is a cultural relations organization creating international opportunities for the people of the UK and other countries by building trust between them worldwide They have offices in six continents and over 100 countries bringing international opportunity to life every day Each year they work with millions of people connecting them with the United Kingdom sharing their cultures and the UKs most attractiveassets English the Arts and Education They have 80 years experience of doing thiscompany  British Councildescription  ResponsibilitiesA Leading the strategic development of British Councils work in the music sector in India Sri Lankaregion and building and maintaining strong international partnerships across sectors in India SriLanka and the UKA Developing strong external partnerships that lead to significant external investment in BC activities and enabling the delivery of an ambitious programme of music sector activities and events thusstrengthening cultural relationships between India Sri Lanka and the UKA    Leading the implementation of the music programme within India and Sri Lanka along with detailedproject plans in liaison with colleagues from India Sri Lanka and the UKA    Proactive management of budgets and timelines for all projectsA    Ensuring systematic evaluation of projects including developing effective systems and processes for capturing both quantitative and qualitative information about effectiveness of projects and longerterm impactA    Management of a team across India and Sri Lanka contributing to recruitment and developmentmentoring of staffcompany  British Councildescription  ResponsibilitiesA Planning and organizing logistics related to events buildings performersartists and otherpersonnelA Marketing a performance or event through social media direct mail advertising use of a websiteproducing posters or publicity leaflets and attracting media coverageA Planning and managing budgetsA Programming and booking performances and events including arrangements for tours in IndiaA Development of new projects and initiatives in consultation with arts professionals and keystakeholders eg local authorities local government and communities venue directors and regional partnersA Taking responsibility for operational and office management issues such as venue accessibilityhealth and safety issuesA Implementing and maintaining office and information systemsA Providing administration support to managers and the directorA Ensuring corporate and legal requirements are complied with and reporting to the head of the unitcompany  British Councildescription  ResponsibilitiesA Developing of new specific new projects and initiatives in the music film and visual art sector in consultation with the Council and key stakeholdersA Planning and managing budgetsA Supporting the marketing a performance or event through social media direct mail advertising use of a website producing posters or publicity leaflets and attracting media coverageA Programming the outreach and workshops for the respective programmescompany  AirCheck Indiadescription  The company intended to launch stations in both these metros on August 29 2001For its Mumbai FM station WIN had the basic infrastructure that includes a studio and production facilitiesThe transmission tower for the station is located in central MumbaiResponsibilitiesA Generating and researching ideas for programmes and pitching for commissionsA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA Producing preproduction briefings for presenters reporters technical staff and other contributorsA Managing the logistics of getting people resources and equipment together to the right place at the right timeA undertaking editing interviewing and reporting duties as necessaryA Presenting programmes or managing presenters for both prerecorded and recorded outputA Checking that copyrights are cleared and understanding media lawA Using editing and mixing softwares like Sonic Foundry Vegas Sonic Foundry Sound ForgeAcid and Midicompany  Rave Magazinedescription  Rave Magazine was the definitive voice of music emerging from the Indian subcontinent and the lifestylethat surrounds it Through exclusive reporting a unique sensibility and with an editorial team with over 20years of experience in publishing RAVE Magazine covers every genre of music emerging from the region and provides new perspectives on International musicResponsibilitiesA Maintain production schedules and report on the progressA Overview the staff manage and supervise photographers and freelance writers and generallyprovide administrative support for the editorA Participated in production meetings and brain storming sessions to decide on the direction futuretrends and contents of the publicationcompany  Xs Eventsdescription  Xs Events is an event management company primarily dealing with corporate clients who used differentevents to increase an audiences exposure with a brandResponsibilitiesA Development production and delivery of projects from proposal right up to deliveryA Delivering events on time within budgetA Maintaining timelines and priorities on every projectA Managing supplier relationshipsA    Managing operational and administrative         functions to ensure specific projects are deliveredefficientlycompany  Banyan Tree Communicationsdescription  ResponsibilitiesA Sourcing potential contributors and intervieweesA Selecting music appropriate to the programme the audience and the stationA undertaking editing interviewing and reporting duties as necessaryA Checking that copyrights are cleared and understanding media lawcompany  French Embassydescription  on a part time basiscompany  British Councildescription  MumbaiAdvice students on various academic opportunities in the United Kingdom and assisted with variousexhibitions by the British Council
Arts,Education Details January 2017    Rachana Sansad School of Interior DeignJanuary 2013    Holy Family High School Master of Commerce Marketing Mumbai Maharashtra University of MumbaiDrawing  Arts  Craft Teacher Drawing  Arts  Craft Teacher  Ghatkopar YMCASkill Details Company Details company  Ghatkopar YMCAdescription  for 3 Yearsa Worked in Jungle Cubs Gym as a Coordinator for 1 Year
Arts,Education Details August 2018 to January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy  samne ghat  varanasiMartial arts fitness job Skill Details Company Details company  Sports Authoritydescription  I am 2nd dan black belt in karate martial artsI am in a searching of personal trainer job for fitnessI won 3 gold medals in national karate championshipI won 7 gold medals in state karate championship3 times best player of the year of uttar pradesh award Represented india and Selected for world karate championship held at Croatia  Europea
Arts,I Other Skills CourseSkill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme Camp  Sponsored By Government of India Ministry Of Youth Affairs And Sports New Delhi  North Maharashtra University Jalgaon I Strengths a Ability to Learn From Mistakes  Honesty a Ready to accept challenges and responsibilities  Quick learning adaptability confidence I Declaration I 201 Your faithfully Pia     Jetalal Hiralal GorbanjaraEducation Details May 2010 HSC  Nashik Maharashtra State BoardJune 2008 SSC  Nashik Maharashtra State BoardAsstProfessor AsstProfessorSkill Details Company Details company  Kisan Artsdescription   Total Work Experience  In MonthsSr       Name of Organization  College        Designation              Working Period          Total ExperienceNo In MonthsFrom            To1        Kisan Arts Commerce  Science        AsstProfessor      20072015    31052016        10 MonthsSr College Parola Dist Jalgaon Political SciMaharashtracompany  Bahadarpur Tai Parola Distdescription  
